V_(n),V_(n-1),I_(n),V_(n)',V_(n-1)',I_(n)'
-3845584.139142,-3850148.731082,24598.626718,-43.094900,-43.155310,0.515650
-3841901.936402,-3846462.115904,24575.067335,-43.076710,-43.094900,0.509200
-3839156.588790,-3843713.505178,24557.500380,-43.065260,-43.076710,0.503570
-3836925.236061,-3841479.525825,24543.222157,-43.027570,-43.065260,0.496990
-3834176.355387,-3838727.378251,24525.632817,-42.998380,-43.027570,0.491410
-3830852.418514,-3835399.506611,24504.365499,-42.953420,-42.998380,0.485770
-3828404.302960,-3832948.469399,24488.699868,-42.929350,-42.953420,0.480310
-3825639.412783,-3830180.327998,24471.007791,-42.874630,-42.929350,0.473860
-3823454.106301,-3827992.414661,24457.022440,-42.823870,-42.874630,0.465310
-3820779.697575,-3825314.776520,24439.907542,-42.843820,-42.823870,0.457080
-3817946.837472,-3822478.609961,24421.780043,-42.792240,-42.843820,0.449500
-3815539.668796,-3820068.549930,24406.375791,-42.785420,-42.792240,0.442050
-3812616.270469,-3817141.727868,24387.670169,-42.729010,-42.785420,0.436340
-3810505.313869,-3815028.270269,24374.161669,-42.664910,-42.729010,0.431280
-3809112.323117,-3813633.586835,24365.245202,-42.644310,-42.664910,0.425590
-3808544.824098,-3813065.408124,24361.608476,-42.629270,-42.644310,0.418680
-3808767.064808,-3813287.891280,24363.022384,-42.631490,-42.629270,0.410260
-3808317.243515,-3812837.505020,24360.137041,-42.671600,-42.631490,0.401540
-3807369.538216,-3811888.710215,24354.067187,-42.669720,-42.671600,0.394350
-3806649.617680,-3811167.951865,24349.455362,-42.656760,-42.669720,0.387010
-3805693.387505,-3810210.635716,24343.332478,-42.591850,-42.656760,0.380090
-3805093.655481,-3809610.172076,24339.490002,-42.543670,-42.591850,0.373640
-3804271.202618,-3808786.680539,24334.222406,-42.563560,-42.543670,0.367790
-3804263.327513,-3808778.787588,24334.165432,-42.587740,-42.563560,0.361590
-3805200.997570,-3809717.577766,24340.156456,-42.609980,-42.587740,0.354760
-3806762.866339,-3811281.345843,24350.139989,-42.581250,-42.609980,0.346880
-3808284.081649,-3812804.351519,24359.863758,-42.570910,-42.581250,0.339140
-3810409.993991,-3814932.756829,24373.454315,-42.586760,-42.570910,0.333680
-3812965.092229,-3817490.853350,24389.791628,-42.645520,-42.586760,0.326000
-3815227.880506,-3819756.351842,24404.257788,-42.669730,-42.645520,0.319870
-3816975.181109,-3821505.699877,24415.426708,-42.728280,-42.669730,0.311830
-3817274.679951,-3821805.607078,24417.334948,-42.732070,-42.728280,0.303750
-3817102.351732,-3821633.107129,24416.224759,-42.699120,-42.732070,0.296550
-3815949.500517,-3820478.879157,24408.843722,-42.680090,-42.699120,0.287320
-3814799.607700,-3819327.634435,24401.481409,-42.643270,-42.680090,0.280170
-3814680.619753,-3819208.479043,24400.713837,-42.635690,-42.643270,0.274820
-3815726.212492,-3820255.309086,24407.396334,-42.631810,-42.635690,0.269640
-3817552.004823,-3822083.259867,24419.068932,-42.635500,-42.631810,0.264440
-3819826.677788,-3824360.598827,24433.612208,-42.671530,-42.635500,0.257210
-3822507.713421,-3827044.799101,24450.754271,-42.730780,-42.671530,0.248810
-3825197.563441,-3829737.880677,24467.952782,-42.745860,-42.730780,0.242030
-3828343.660916,-3832887.706150,24488.070145,-42.767900,-42.745860,0.236060
-3830995.727632,-3835542.924786,24505.027894,-42.790780,-42.767900,0.230100
-3833748.346050,-3838298.819709,24522.628467,-42.794770,-42.790780,0.224140
-3836587.463619,-3841141.254223,24540.781698,-42.861690,-42.794770,0.217060
-3839148.513692,-3843705.379710,24557.156187,-42.888310,-42.861690,0.209560
-3842521.317797,-3847082.191885,24578.722972,-42.908790,-42.888310,0.201820
-3845524.683863,-3850089.121564,24597.926782,-42.936350,-42.908790,0.194250
-3849179.879823,-3853748.671248,24621.300727,-42.939960,-42.936350,0.187280
-3853817.888983,-3858392.138723,24650.961143,-42.999060,-42.939960,0.181500
-3859367.144206,-3863947.991547,24686.451364,-43.041750,-42.999060,0.175860
-3865851.062044,-3870439.578672,24727.919692,-43.113410,-43.041750,0.170430
-3871938.016250,-3876533.741936,24766.849127,-43.200080,-43.113410,0.164900
-3877542.721009,-3882145.096781,24802.693131,-43.290260,-43.200080,0.159780
-3882618.127141,-3887226.551792,24835.152057,-43.354900,-43.290260,0.153190
-3887061.021947,-3891674.752551,24863.564437,-43.388900,-43.354900,0.147310
-3890690.007935,-3895308.067951,24886.771032,-43.397140,-43.388900,0.140630
-3894233.944256,-3898856.184316,24909.433339,-43.434290,-43.397140,0.133640
-3898017.640971,-3902644.367565,24933.629219,-43.477330,-43.434290,0.127550
-3902304.790918,-3906936.609434,24961.045952,-43.513650,-43.477330,0.121580
-3906734.486654,-3911371.542675,24989.374374,-43.573240,-43.513650,0.116210
-3911611.043934,-3916253.897155,25020.561159,-43.622940,-43.573240,0.110740
-3917064.431087,-3921713.765068,25055.437980,-43.665070,-43.622940,0.104010
-3923434.535033,-3928091.423161,25096.177809,-43.712230,-43.665070,0.097750
-3930118.136376,-3934782.936595,25138.923613,-43.784460,-43.712230,0.091540
-3937143.797372,-3941816.926010,25183.856946,-43.860870,-43.784460,0.086560
-3944430.236306,-3949111.978937,25230.459072,-43.979560,-43.860870,0.080780
-3951156.564313,-3955846.331964,25273.478182,-44.052900,-43.979560,0.076000
-3958405.939321,-3963104.319833,25319.843626,-44.116060,-44.052900,0.070100
-3965126.315566,-3969832.676545,25362.825172,-44.183390,-44.116060,0.064690
-3971982.872643,-3976697.393491,25406.678293,-44.217000,-44.183390,0.059890
-3978613.889482,-3983336.212886,25449.088534,-44.330310,-44.217000,0.055650
-3984417.031945,-3989146.266528,25486.203520,-44.413940,-44.330310,0.052250
-3991141.467228,-3995878.686398,25529.211495,-44.496340,-44.413940,0.047770
-3997264.418267,-4002008.943384,25568.372080,-44.544980,-44.496340,0.042340
-4003646.374983,-4008398.500988,25609.188928,-44.556320,-44.544980,0.036600
-4009942.032757,-4014701.560227,25649.453607,-44.651170,-44.556320,0.030720
-4016596.940934,-4021364.380488,25692.016250,-44.724850,-44.651170,0.026820
-4024057.888919,-4028834.163644,25739.735214,-44.824010,-44.724850,0.022310
-4031375.049238,-4036160.027652,25786.534462,-44.902010,-44.824010,0.017540
-4038364.403671,-4043157.686415,25831.236566,-44.973550,-44.902010,0.012400
-4044998.429724,-4049799.588248,25873.666244,-45.039610,-44.973550,0.006370
-4051341.508685,-4056150.183009,25914.234452,-45.125450,-45.039610,0.001930
-4057944.619597,-4062761.158424,25956.467148,-45.176910,-45.125450,-0.001740
-4065250.497988,-4070075.689671,26003.194957,-45.254000,-45.176910,-0.004950
-4072861.094982,-4077695.334889,26051.872294,-45.311530,-45.254000,-0.009090
-4080328.756029,-4085171.828403,26099.634770,-45.402120,-45.311530,-0.013560
-4087501.326424,-4092352.888382,26145.509261,-45.515140,-45.402120,-0.017760
-4095129.518473,-4099990.146421,26194.298705,-45.621660,-45.515140,-0.021710
-4102250.204118,-4107119.343004,26239.842190,-45.663940,-45.621660,-0.024740
-4108687.342147,-4113564.106705,26281.013489,-45.719820,-45.663940,-0.029250
-4114109.915570,-4118993.089768,26315.694822,-45.808800,-45.719820,-0.033920
-4120051.440942,-4124941.692555,26353.696005,-45.865880,-45.808800,-0.037020
-4127084.655033,-4131983.249724,26398.681068,-45.934230,-45.865880,-0.039880
-4133633.538117,-4138539.931444,26440.569098,-45.973430,-45.934230,-0.042410
-4139797.060426,-4144710.727455,26479.992135,-46.051030,-45.973430,-0.044350
-4145925.644955,-4150846.541593,26519.192421,-46.182310,-46.051030,-0.045570
-4152854.786349,-4157783.974521,26563.514439,-46.242300,-46.182310,-0.044290
-4160160.629844,-4165098.514591,26610.246975,-46.274950,-46.242300,-0.042850
-4167090.722708,-4172036.800198,26654.575386,-46.342940,-46.274950,-0.042520
-4174564.391658,-4179519.315542,26702.380277,-46.435420,-46.342940,-0.043240
-4182641.880899,-4187606.380332,26754.046679,-46.539980,-46.435420,-0.043490
-4190443.761454,-4195417.520681,26803.950188,-46.644790,-46.539980,-0.044130
-4196859.037658,-4201840.421807,26844.984197,-46.740180,-46.644790,-0.045020
-4202326.991470,-4207314.887942,26879.958468,-46.811070,-46.740180,-0.046630
-4206899.652743,-4211893.003612,26909.206636,-46.860320,-46.811070,-0.048890
-4211308.927900,-4216307.552875,26937.409645,-46.861550,-46.860320,-0.048840
-4215765.607606,-4220769.489278,26965.916676,-46.902380,-46.861550,-0.048380
-4220269.358525,-4225278.575703,26994.724482,-46.949080,-46.902380,-0.047800
-4225564.192807,-4230579.661168,27028.592338,-47.031880,-46.949080,-0.048560
-4230884.435847,-4235906.226691,27062.621947,-47.108020,-47.031880,-0.049580
-4236311.258126,-4241339.512399,27097.333759,-47.158750,-47.108020,-0.051340
-4241193.979901,-4246228.028447,27128.564961,-47.214200,-47.158750,-0.051610
-4245104.633193,-4250143.335432,27153.578966,-47.254760,-47.214200,-0.051820
-4248693.411041,-4253736.359703,27176.534412,-47.309390,-47.254760,-0.052470
-4252158.213884,-4257205.285790,27198.696621,-47.356260,-47.309390,-0.052030
-4255829.685846,-4260881.146437,27222.181707,-47.368150,-47.356260,-0.052030
-4259967.866402,-4265024.221367,27248.651627,-47.399150,-47.368150,-0.051430
-4264674.333699,-4269736.260971,27278.756541,-47.445460,-47.399150,-0.050780
-4270137.768576,-4275206.169200,27313.703149,-47.500880,-47.445460,-0.050730
-4275930.381877,-4281005.630093,27350.754646,-47.585830,-47.500880,-0.051040
-4281314.624161,-4286396.265221,27385.193893,-47.669680,-47.585830,-0.052250
-4285875.657857,-4290962.732507,27414.367516,-47.731150,-47.669680,-0.054150
-4290030.642403,-4295122.659469,27440.944120,-47.783710,-47.731150,-0.055020
-4294457.074331,-4299554.379534,27469.257710,-47.803550,-47.783710,-0.054140
-4299258.362637,-4304361.381662,27499.970000,-47.804330,-47.803550,-0.053170
-4304014.705607,-4309123.313712,27530.393804,-47.863160,-47.804330,-0.052210
-4308306.471876,-4313420.133241,27557.845702,-47.964780,-47.863160,-0.052580
-4312349.174768,-4317467.646848,27583.703775,-48.052680,-47.964780,-0.053210
-4316498.929734,-4321622.368888,27610.246957,-48.100520,-48.052680,-0.054330
-4320152.385939,-4325280.220638,27633.615901,-48.089710,-48.100520,-0.054960
-4323837.948522,-4328970.157571,27657.190284,-48.072410,-48.089710,-0.055390
-4327429.300277,-4332565.697394,27680.161774,-48.138870,-48.072410,-0.055510
-4331957.464259,-4337099.227115,27709.125447,-48.207440,-48.138870,-0.055140
-4337394.709314,-4342542.911876,27743.904253,-48.296860,-48.207440,-0.056060
-4343085.882950,-4348240.881107,27780.307238,-48.339390,-48.296860,-0.056670
-4349064.585322,-4354226.676237,27818.549407,-48.390350,-48.339390,-0.057140
-4354292.331986,-4359460.630609,27851.988510,-48.434670,-48.390350,-0.057570
-4358818.368356,-4363992.001891,27880.938578,-48.517770,-48.434670,-0.057130
-4361878.810401,-4367056.073698,27900.514409,-48.605680,-48.517770,-0.056840
-4364379.031948,-4369559.308247,27916.506724,-48.645760,-48.605680,-0.056780
-4366504.224818,-4371687.072217,27930.100702,-48.640520,-48.645760,-0.057650
-4368644.862288,-4373830.285973,27943.793318,-48.594910,-48.640520,-0.058030
-4371085.272605,-4376273.543813,27959.403634,-48.600930,-48.594910,-0.058260
-4373760.435830,-4378951.828516,27976.515176,-48.660390,-48.600930,-0.057220
-4377481.256453,-4382677.037931,28000.315700,-48.748350,-48.660390,-0.056200
-4381796.133897,-4386997.065615,28027.915904,-48.809810,-48.748350,-0.055490
-4386850.736577,-4392057.714638,28060.247953,-48.819420,-48.809810,-0.055810
-4391785.600801,-4396998.424904,28091.813365,-48.845100,-48.819420,-0.055720
-4396136.857228,-4401354.822022,28119.645376,-48.888970,-48.845100,-0.056430
-4400865.139145,-4406088.657307,28149.888802,-48.996910,-48.888970,-0.058040
-4405532.975156,-4410762.063708,28179.745273,-49.076620,-48.996910,-0.057990
-4410534.882057,-4415769.959061,28211.739928,-49.097930,-49.076620,-0.058690
-4414853.642161,-4420093.837532,28239.364354,-49.134200,-49.097930,-0.058830
-4418458.055375,-4423702.538516,28262.419833,-49.154320,-49.134200,-0.058930
-4422650.391779,-4427899.807012,28289.235813,-49.222410,-49.154320,-0.059320
-4427235.004897,-4432489.869939,28318.560945,-49.284410,-49.222410,-0.059240
-4432129.116999,-4437389.815385,28349.866602,-49.316940,-49.284410,-0.058910
-4436905.434715,-4442171.776017,28380.417720,-49.378670,-49.316940,-0.057910
-4441274.635195,-4446546.164724,28408.365857,-49.439610,-49.378670,-0.058380
-4446191.548892,-4451468.928394,28439.815909,-49.482810,-49.439610,-0.057630
-4451020.326206,-4456303.428820,28470.703264,-49.539250,-49.482810,-0.059420
-4455512.872392,-4460801.320533,28499.438786,-49.577820,-49.539250,-0.059360
-4459811.738168,-4465105.265010,28526.935970,-49.642950,-49.577820,-0.059260
-4463372.158242,-4468669.918652,28549.710009,-49.701210,-49.642950,-0.059790
-4467015.876763,-4472317.981673,28573.016768,-49.737040,-49.701210,-0.060510
-4470402.929249,-4475709.062188,28594.682264,-49.769340,-49.737040,-0.060450
-4473625.586340,-4478935.562943,28615.296139,-49.778090,-49.769340,-0.058680
-4477034.095110,-4482348.086264,28637.099442,-49.821180,-49.778090,-0.058100
-4480825.364377,-4486143.849412,28661.350095,-49.870440,-49.821180,-0.057720
-4485142.969592,-4490466.582520,28688.967785,-49.915820,-49.870440,-0.058800
-4489386.190131,-4494714.833838,28716.108983,-49.966660,-49.915820,-0.058760
-4493620.991304,-4498954.657522,28743.196766,-50.022330,-49.966660,-0.058240
-4497364.763620,-4502702.884804,28767.144026,-50.067190,-50.022330,-0.057710
-4500712.955217,-4506055.055369,28788.560766,-50.103950,-50.067190,-0.057590
-4503449.678069,-4508795.019591,28806.066171,-50.153080,-50.103950,-0.058160
-4505982.734080,-4511331.112337,28822.268981,-50.166820,-50.153080,-0.057710
-4509012.216831,-4514364.184018,28841.647117,-50.191070,-50.166820,-0.056780
-4512495.114194,-4517851.223970,28863.926093,-50.205540,-50.191070,-0.056840
-4516808.406627,-4522169.618008,28891.516055,-50.236930,-50.205540,-0.056550
-4521482.346834,-4526849.069578,28921.412759,-50.306190,-50.236930,-0.056850
-4526542.277312,-4531914.994669,28953.778637,-50.386650,-50.306190,-0.056830
-4531456.371157,-4536834.933126,28985.211523,-50.455770,-50.386650,-0.055280
-4536418.511164,-4541802.982049,29016.952442,-50.503560,-50.455770,-0.054970
-4541691.298695,-4547082.039135,29050.680099,-50.544520,-50.503560,-0.054950
-4546824.595982,-4552221.444280,29083.515078,-50.565640,-50.544520,-0.054630
-4551315.606286,-4556717.734328,29112.241594,-50.638830,-50.565640,-0.054780
-4554722.726862,-4560128.874192,29134.034008,-50.739800,-50.638830,-0.054110
-4557787.870435,-4563197.697602,29153.639884,-50.796970,-50.739800,-0.055310
-4560612.802031,-4566026.035037,29171.708944,-50.803040,-50.796970,-0.056560
-4563603.822236,-4569020.641993,29190.840903,-50.769560,-50.803040,-0.057690
-4567130.916931,-4572551.890922,29213.402203,-50.769990,-50.769560,-0.057530
-4571396.036999,-4576822.014988,29240.683977,-50.827250,-50.769990,-0.055420
-4576063.520598,-4581494.987518,29270.539938,-50.939140,-50.827250,-0.054500
-4580765.974052,-4586203.038057,29300.618840,-51.033120,-50.939140,-0.054500
-4584576.765346,-4590018.395185,29324.994355,-51.087370,-51.033120,-0.055720
-4587584.737755,-4593029.991328,29344.234638,-51.082980,-51.087370,-0.055930
-4590130.169864,-4595578.444691,29360.516634,-51.084180,-51.082980,-0.055450
-4592182.167153,-4597632.875293,29373.642913,-51.082020,-51.084180,-0.055020
-4594932.646516,-4600386.562402,29391.236436,-51.139840,-51.082020,-0.054420
-4597780.453162,-4603237.747035,29409.452860,-51.203490,-51.139840,-0.054090
-4601552.691387,-4607014.495846,29433.582501,-51.226220,-51.203490,-0.053180
-4605515.162073,-4610981.659119,29458.929028,-51.268330,-51.226220,-0.052090
-4609295.263265,-4614766.273357,29483.109154,-51.276250,-51.268330,-0.051600
-4613198.068076,-4618673.663483,29508.073850,-51.335110,-51.276250,-0.051730
-4617163.976638,-4622644.267248,29533.441419,-51.406650,-51.335110,-0.050740
-4621507.960926,-4626993.428601,29561.228286,-51.457200,-51.406650,-0.050210
-4625397.463309,-4630887.563649,29586.107166,-51.489430,-51.457200,-0.048930
-4628797.251367,-4634291.378344,29607.853789,-51.532340,-51.489430,-0.049990
-4631351.609072,-4636848.776892,29624.192035,-51.566940,-51.532340,-0.051540
-4634071.050213,-4639571.449749,29641.586182,-51.593410,-51.566940,-0.052360
-4636615.771752,-4642119.186547,29657.863568,-51.633320,-51.593410,-0.052340
-4639323.654432,-4644830.319226,29675.185236,-51.627440,-51.633320,-0.050750
-4642194.789818,-4647704.821327,29693.551138,-51.670410,-51.627440,-0.049770
-4644497.255051,-4650010.025308,29708.279635,-51.703620,-51.670410,-0.049090
-4647230.495237,-4652746.497447,29725.762532,-51.749760,-51.703620,-0.047970
-4649732.896243,-4655251.880603,29741.769392,-51.786820,-51.749760,-0.048410
-4652246.219162,-4657768.217385,29757.845511,-51.788960,-51.786820,-0.048530
-4654918.519996,-4660443.674368,29774.938662,-51.808850,-51.788960,-0.049830
-4657830.258787,-4663358.861316,29793.563629,-51.837530,-51.808850,-0.050750
-4661792.101474,-4667325.399040,29818.905791,-51.871220,-51.837530,-0.049170
-4666626.855772,-4672165.871198,29849.832273,-51.928900,-51.871220,-0.047290
-4671488.212616,-4677032.999803,29880.928996,-51.982750,-51.928900,-0.045880
-4675867.341615,-4681417.307263,29908.940226,-52.055230,-51.982750,-0.044900
-4679051.550685,-4684605.292960,29929.307936,-52.133970,-52.055230,-0.045350
-4681538.751205,-4687095.491017,29945.217093,-52.164360,-52.133970,-0.045810
-4683346.926926,-4688905.845486,29956.783000,-52.164390,-52.164360,-0.045950
-4684550.655581,-4690111.022131,29964.483022,-52.142180,-52.164390,-0.045860
-4686037.475366,-4691599.579465,29973.993625,-52.149220,-52.142180,-0.044960
-4688073.661163,-4693638.162740,29987.018324,-52.175930,-52.149220,-0.044650
-4690673.590521,-4696241.165091,30003.649095,-52.214560,-52.175930,-0.045120
-4693217.025685,-4698787.609153,30019.917947,-52.264300,-52.214560,-0.044700
-4695611.918126,-4701185.356788,30035.237519,-52.301000,-52.264300,-0.044310
-4698009.296135,-4703585.600913,30050.572987,-52.317780,-52.301000,-0.042940
-4700243.868645,-4705822.839143,30064.867544,-52.319830,-52.317780,-0.042050
-4702962.274070,-4708544.454604,30082.256921,-52.338330,-52.319830,-0.041340
-4706020.646047,-4711606.439539,30101.820854,-52.376890,-52.338330,-0.040320
-4709475.084075,-4715064.972089,30123.919057,-52.416260,-52.376890,-0.039550
-4712611.600192,-4718205.185463,30143.983803,-52.486820,-52.416260,-0.036970
-4715087.343100,-4720683.892686,30159.822896,-52.527280,-52.486820,-0.032980
-4717541.334712,-4723140.809249,30175.523651,-52.558290,-52.527280,-0.028650
